handshake_ms
18
16
19
19
18
18
17
18
16
17
18
18
17
23
23
20
21
19
18
18
18
18
18
18
17
17
17
18
18
18
17
19
17
17
17
17
17
17
16
19
18
18
19
17
18
18
17
18
18
20
17
17
18
17
22
17
18
17
17
18
17
17
17
17
18
18
17
18
17
18
17
17
18
16
17
16
16
16
16
16
16
16
17
16
15
15
15
16
16
15
15
15
16
15
15
16
14
14
14
14
15
15
14
14
15
15
14
14
14
14
13
14
14
13
13
14
15
13
13
15
14
13
14
13
13
13
13
13
12
14
13
14
13
13
13
14
13
13
13
13
14
13
14
14
13
13
13
12
12
15
14
12
13
12
15
12
15
13
13
12
14
12
13
13
13
13
13
13
14
16
13
12
13
13
12
12
13
14
14
16
13
12
13
14
12
13
15
13
12
13
14
13
12
14
13
12
13
13
13
13
