handshake_ms
327
329
326
2060
727
427
327
327
726
724
323
553
322
456
1356
531
728
2083
664
1155
428
1666
727
428
1332
2590
326
854
753
725
1142
743
1868
328
325
901
460
1337
856
1464
327
881
755
728
426
1340
458
459
556
736
1330
527
325
326
456
326
328
530
756
326
326
596
745
757
1460
3519
324
456
325
3784
758
326
556
458
1337
724
525
763
456
879
727
867
459
324
327
694
325
326
455
327
457
919
326
963
425
325
730
334
1431
3462
459
1329
429
329
325
654
726
328
325
327
500
655
455
321
454
453
1710
453
455
321
321
1335
1467
426
456
1464
456
325
460
323
559
330
325
457
324
1456
326
888
848
499
327
326
461
326
428
1349
726
559
588
857
1460
328
325
326
326
458
324
327
328
326
327
327
559
325
731
325
458
326
875
1840
456
1131
743
1190
326
455
325
593
725
327
726
457
456
324
426
425
457
2755
1487
1697
728
727
457
327
1472
1433
328
457
558
327
