handshake_ms
321
319
321
726
319
1865
420
1329
724
550
322
321
320
719
643
323
1048
449
422
421
1455
455
1355
322
452
323
455
1674
324
458
324
455
425
323
457
425
651
724
323
325
323
327
456
325
323
324
325
423
425
325
325
325
324
323
324
636
326
324
324
325
656
325
1327
424
426
325
425
322
723
328
501
324
427
324
325
734
454
457
325
455
325
780
325
324
324
329
324
324
1351
327
425
325
1484
328
1343
455
328
763
325
1669
325
453
323
322
503
637
1337
328
1330
452
324
323
326
324
325
325
325
1290
456
327
523
457
327
727
426
323
323
663
554
325
324
1130
1756
326
326
725
725
323
326
325
710
325
324
324
453
644
455
322
324
322
1340
327
324
323
455
455
324
324
556
326
324
640
325
1328
455
323
325
325
324
722
324
323
325
458
723
326
724
325
424
323
423
460
1340
323
647
326
324
327
323
323
323
1334
325
2729
425
324
324
323
325
1267
