handshake_ms
324
325
4247
988
725
323
504
326
456
1129
1486
879
426
327
530
727
455
555
323
425
1736
457
834
323
532
723
424
323
325
326
1472
323
425
725
726
2327
325
455
723
4938
727
1472
1887
454
1473
325
452
322
1425
729
420
554
452
723
322
453
883
326
323
557
1152
1129
326
699
326
324
456
324
725
1673
325
323
1435
325
1131
1173
1326
1134
725
732
326
516
426
455
2339
598
517
631
694
429
2794
324
324
661
839
750
1561
426
323
992
2375
325
458
722
864
1110
523
1342
724
1437
326
1327
427
798
326
739
325
529
322
890
320
319
318
1452
721
452
1731
4901
741
324
324
426
748
620
324
454
324
427
754
1472
324
324
455
324
1739
324
425
324
457
324
324
456
324
1734
323
856
739
755
724
455
727
426
724
1463
324
585
880
328
323
1097
1485
2812
469
1330
323
743
759
324
761
725
726
325
324
586
2486
1137
458
1434
321
1142
453
451
450
321
449
451
451
453
454
450
