handshake_ms
325
452
453
724
1488
325
325
1332
324
324
324
455
730
324
759
8264
1326
323
325
1328
325
325
322
1143
454
452
451
418
319
718
874
320
320
319
320
319
319
320
320
321
320
452
320
528
320
1334
728
323
1327
321
322
739
320
724
1334
320
420
319
320
739
320
451
321
319
1730
319
320
452
846
318
319
651
720
1334
450
719
319
319
452
320
319
320
421
421
321
323
322
509
323
324
707
1472
322
323
842
322
325
556
584
453
323
1333
324
2379
1757
326
323
751
323
2076
454
376
454
324
454
322
322
1068
678
325
323
425
324
325
784
454
320
652
321
321
319
451
322
720
320
527
318
320
318
451
323
321
508
322
1332
321
323
325
327
324
1336
325
741
1340
754
326
455
324
326
323
531
324
326
326
325
327
1324
321
450
319
322
319
321
318
319
989
450
321
783
450
449
1321
420
321
1335
320
421
322
322
323
319
735
318
318
447
1334
887
318
320
320
