handshake_ms
421
326
327
324
325
324
323
325
323
324
324
324
324
325
322
322
325
324
323
327
323
325
324
323
323
324
324
323
324
324
324
324
328
325
324
324
323
325
325
326
324
324
325
325
323
324
324
324
325
324
325
325
327
325
325
324
325
327
323
324
324
324
323
326
324
328
325
325
324
326
324
323
324
324
324
325
322
325
325
323
325
325
325
324
323
325
324
325
322
325
324
326
322
325
323
322
323
324
325
323
325
322
324
323
324
326
322
325
325
325
323
324
325
323
323
324
324
326
324
324
324
323
324
324
323
324
325
324
324
323
325
325
324
325
324
324
324
323
323
326
324
324
324
323
323
323
325
323
324
325
325
324
325
325
326
325
325
325
325
323
326
326
325
325
324
326
323
323
322
324
324
324
323
324
324
324
324
324
323
323
324
323
323
323
325
325
323
324
323
323
323
326
325
326
323
324
324
324
324
325
