handshake_ms
324
325
875
325
325
325
322
322
324
322
324
1328
320
322
323
323
423
321
320
323
320
320
321
724
322
322
321
321
322
322
321
322
323
322
323
647
323
321
322
321
453
322
321
455
1328
325
324
1425
321
320
320
320
741
324
324
323
322
324
321
324
321
320
320
321
321
323
321
323
324
325
321
321
322
321
320
327
325
322
323
324
322
324
322
320
322
321
321
321
321
322
320
322
323
322
454
324
320
325
319
321
322
322
321
322
319
322
643
322
321
322
321
320
321
322
325
320
321
321
321
320
322
320
321
321
453
320
320
321
323
319
420
322
451
321
322
321
322
322
323
321
322
323
322
321
321
324
321
455
323
322
322
452
322
321
321
324
322
322
326
322
320
322
323
321
321
323
323
326
322
321
322
321
321
321
321
322
321
324
320
739
322
320
320
324
322
320
322
321
322
324
321
322
321
423
322
320
321
320
325
324
