handshake_ms
19
19
17
17
17
16
19
19
17
18
18
18
17
16
18
18
19
17
19
18
18
18
17
17
18
18
17
19
17
18
18
17
18
18
18
17
19
18
16
20
17
17
19
16
19
19
19
18
18
17
17
18
17
17
18
16
17
17
16
17
16
16
18
16
17
17
16
16
15
17
16
15
16
16
16
15
15
15
15
16
17
14
16
15
18
15
15
14
15
15
16
19
15
16
15
14
15
13
14
15
14
14
16
14
13
14
14
14
14
15
13
14
14
14
13
15
13
14
13
17
14
14
14
12
14
13
13
13
13
14
14
13
13
14
13
12
13
12
13
14
13
14
14
13
13
13
14
13
14
14
13
14
13
12
15
13
14
14
13
13
13
15
14
13
14
13
14
14
14
13
13
13
13
13
13
13
13
14
14
13
14
12
12
14
13
14
12
13
14
13
13
13
12
13
14
12
13
13
12
13
